gss.code,age.group,sex,relationship,year,hrr
E06000005,85&,F,S,2015,0.966
E06000005,TOT,F,S,2015,0.253
E06000005,0_4,M,C,2016,0
E06000005,5_9,M,C,2016,0
E06000005,10_14,M,C,2016,0
E06000005,15_19,M,C,2016,0.6
E06000005,20_24,M,C,2016,0.866
E06000005,25_29,M,C,2016,0.874
E06000005,30_34,M,C,2016,0.994
E06000005,35_39,M,C,2016,0.998
E06000005,40_44,M,C,2016,1
E06000005,45_49,M,C,2016,1
E06000005,50_54,M,C,2016,1
E06000005,55_59,M,C,2016,1
E06000005,60_64,M,C,2016,1
E06000005,65_69,M,C,2016,1
E06000005,70_74,M,C,2016,1
E06000005,75_79,M,C,2016,1
E06000005,80_84,M,C,2016,1
E06000005,85&,M,C,2016,1
E06000005,TOT,M,C,2016,0.987
E06000005,0_4,M,P,2016,0
E06000005,5_9,M,P,2016,0
E06000005,10_14,M,P,2016,0
E06000005,15_19,M,P,2016,0.5
E06000005,20_24,M,P,2016,0.238
E06000005,25_29,M,P,2016,0.514
E06000005,30_34,M,P,2016,0.688
E06000005,35_39,M,P,2016,0.802
E06000005,40_44,M,P,2016,0.838
E06000005,45_49,M,P,2016,0.858
E06000005,50_54,M,P,2016,0.908
E06000005,55_59,M,P,2016,0.956
E06000005,60_64,M,P,2016,0.947
E06000005,65_69,M,P,2016,1
E06000005,70_74,M,P,2016,1
E06000005,75_79,M,P,2016,0.993
E06000005,80_84,M,P,2016,1
E06000005,85&,M,P,2016,0.998
E06000005,TOT,M,P,2016,0.926
E06000005,0_4,M,S,2016,0
E06000005,5_9,M,S,2016,0
E06000005,10_14,M,S,2016,0
E06000005,15_19,M,S,2016,0.017
E06000005,20_24,M,S,2016,0.098
E06000005,25_29,M,S,2016,0.383
E06000005,30_34,M,S,2016,0.653
E06000005,35_39,M,S,2016,0.647
E06000005,40_44,M,S,2016,0.706
E06000005,45_49,M,S,2016,0.77
E06000005,50_54,M,S,2016,0.724
E06000005,55_59,M,S,2016,0.83
E06000005,60_64,M,S,2016,0.82
E06000005,65_69,M,S,2016,0.872
E06000005,70_74,M,S,2016,0.872
E06000005,75_79,M,S,2016,0.878
E06000005,80_84,M,S,2016,0.966
E06000005,85&,M,S,2016,0.973
E06000005,TOT,M,S,2016,0.207
E06000005,0_4,F,C,2016,0
E06000005,5_9,F,C,2016,0
E06000005,10_14,F,C,2016,0
E06000005,15_19,F,C,2016,0
E06000005,20_24,F,C,2016,0
E06000005,25_29,F,C,2016,0
E06000005,30_34,F,C,2016,0
E06000005,35_39,F,C,2016,0
E06000005,40_44,F,C,2016,0
E06000005,45_49,F,C,2016,0
E06000005,50_54,F,C,2016,0
E06000005,55_59,F,C,2016,0
E06000005,60_64,F,C,2016,0
E06000005,65_69,F,C,2016,0
E06000005,70_74,F,C,2016,0
E06000005,75_79,F,C,2016,0
E06000005,80_84,F,C,2016,0
E06000005,85&,F,C,2016,0
E06000005,TOT,F,C,2016,0
E06000005,0_4,F,P,2016,0
E06000005,5_9,F,P,2016,0
E06000005,10_14,F,P,2016,0
E06000005,15_19,F,P,2016,0.167
E06000005,20_24,F,P,2016,0.725
E06000005,25_29,F,P,2016,0.698
E06000005,30_34,F,P,2016,0.819
E06000005,35_39,F,P,2016,0.839
E06000005,40_44,F,P,2016,0.883
E06000005,45_49,F,P,2016,0.894
E06000005,50_54,F,P,2016,0.943
E06000005,55_59,F,P,2016,0.929
E06000005,60_64,F,P,2016,0.924
E06000005,65_69,F,P,2016,0.985
E06000005,70_74,F,P,2016,0.993
E06000005,75_79,F,P,2016,0.987
E06000005,80_84,F,P,2016,1
E06000005,85&,F,P,2016,0.996
E06000005,TOT,F,P,2016,0.946
E06000005,0_4,F,S,2016,0
E06000005,5_9,F,S,2016,0
E06000005,10_14,F,S,2016,0
E06000005,15_19,F,S,2016,0.055
E06000005,20_24,F,S,2016,0.404
E06000005,25_29,F,S,2016,0.637
E06000005,30_34,F,S,2016,0.786
E06000005,35_39,F,S,2016,0.88
E06000005,40_44,F,S,2016,0.903
E06000005,45_49,F,S,2016,0.744
E06000005,50_54,F,S,2016,0.826
E06000005,55_59,F,S,2016,0.832
E06000005,60_64,F,S,2016,0.91
E06000005,65_69,F,S,2016,0.875
E06000005,70_74,F,S,2016,0.927
E06000005,75_79,F,S,2016,0.908
E06000005,80_84,F,S,2016,0.949
E06000005,85&,F,S,2016,0.965
E06000005,TOT,F,S,2016,0.258
E06000005,0_4,M,C,2017,0
E06000005,5_9,M,C,2017,0
E06000005,10_14,M,C,2017,0
E06000005,15_19,M,C,2017,0.6
E06000005,20_24,M,C,2017,0.863
E06000005,25_29,M,C,2017,0.87
E06000005,30_34,M,C,2017,0.995
E06000005,35_39,M,C,2017,0.998
E06000005,40_44,M,C,2017,1
E06000005,45_49,M,C,2017,1
E06000005,50_54,M,C,2017,1
E06000005,55_59,M,C,2017,1
E06000005,60_64,M,C,2017,1
E06000005,65_69,M,C,2017,1
E06000005,70_74,M,C,2017,1
E06000005,75_79,M,C,2017,1
E06000005,80_84,M,C,2017,1
E06000005,85&,M,C,2017,1
E06000005,TOT,M,C,2017,0.987
E06000005,0_4,M,P,2017,0
E06000005,5_9,M,P,2017,0
E06000005,10_14,M,P,2017,0
E06000005,15_19,M,P,2017,0
E06000005,20_24,M,P,2017,0.25
E06000005,25_29,M,P,2017,0.514
E06000005,30_34,M,P,2017,0.688
E06000005,35_39,M,P,2017,0.805
E06000005,40_44,M,P,2017,0.839
E06000005,45_49,M,P,2017,0.858
E06000005,50_54,M,P,2017,0.907
E06000005,55_59,M,P,2017,0.956
E06000005,60_64,M,P,2017,0.946
E06000005,65_69,M,P,2017,1
E06000005,70_74,M,P,2017,1
E06000005,75_79,M,P,2017,0.993
E06000005,80_84,M,P,2017,1
E06000005,85&,M,P,2017,0.998
E06000005,TOT,M,P,2017,0.929
E06000005,0_4,M,S,2017,0
E06000005,5_9,M,S,2017,0
E06000005,10_14,M,S,2017,0
E06000005,15_19,M,S,2017,0.017
E06000005,20_24,M,S,2017,0.097
E06000005,25_29,M,S,2017,0.384
E06000005,30_34,M,S,2017,0.658
E06000005,35_39,M,S,2017,0.65
E06000005,40_44,M,S,2017,0.71
E06000005,45_49,M,S,2017,0.775
E06000005,50_54,M,S,2017,0.727
E06000005,55_59,M,S,2017,0.833
E06000005,60_64,M,S,2017,0.823
E06000005,65_69,M,S,2017,0.874
E06000005,70_74,M,S,2017,0.871
E06000005,75_79,M,S,2017,0.882
E06000005,80_84,M,S,2017,0.967
E06000005,85&,M,S,2017,0.974
E06000005,TOT,M,S,2017,0.211
E06000005,0_4,F,C,2017,0
E06000005,5_9,F,C,2017,0
E06000005,10_14,F,C,2017,0
E06000005,15_19,F,C,2017,0
E06000005,20_24,F,C,2017,0
E06000005,25_29,F,C,2017,0
E06000005,30_34,F,C,2017,0
E06000005,35_39,F,C,2017,0
E06000005,40_44,F,C,2017,0
E06000005,45_49,F,C,2017,0
E06000005,50_54,F,C,2017,0
E06000005,55_59,F,C,2017,0
E06000005,60_64,F,C,2017,0
E06000005,65_69,F,C,2017,0
E06000005,70_74,F,C,2017,0
E06000005,75_79,F,C,2017,0
E06000005,80_84,F,C,2017,0
E06000005,85&,F,C,2017,0
E06000005,TOT,F,C,2017,0
E06000005,0_4,F,P,2017,0
E06000005,5_9,F,P,2017,0
E06000005,10_14,F,P,2017,0
E06000005,15_19,F,P,2017,0.167
E06000005,20_24,F,P,2017,0.737
E06000005,25_29,F,P,2017,0.693
E06000005,30_34,F,P,2017,0.815
E06000005,35_39,F,P,2017,0.836
E06000005,40_44,F,P,2017,0.884
E06000005,45_49,F,P,2017,0.894
E06000005,50_54,F,P,2017,0.943
E06000005,55_59,F,P,2017,0.93
E06000005,60_64,F,P,2017,0.924
E06000005,65_69,F,P,2017,0.987
E06000005,70_74,F,P,2017,0.995
E06000005,75_79,F,P,2017,0.988
E06000005,80_84,F,P,2017,1
E06000005,85&,F,P,2017,0.998
E06000005,TOT,F,P,2017,0.948
E06000005,0_4,F,S,2017,0
E06000005,5_9,F,S,2017,0
E06000005,10_14,F,S,2017,0
E06000005,15_19,F,S,2017,0.055
E06000005,20_24,F,S,2017,0.407
E06000005,25_29,F,S,2017,0.639
E06000005,30_34,F,S,2017,0.79
E06000005,35_39,F,S,2017,0.884
E06000005,40_44,F,S,2017,0.907
E06000005,45_49,F,S,2017,0.749
E06000005,50_54,F,S,2017,0.832
E06000005,55_59,F,S,2017,0.835
E06000005,60_64,F,S,2017,0.917
E06000005,65_69,F,S,2017,0.882
E06000005,70_74,F,S,2017,0.926
E06000005,75_79,F,S,2017,0.903
E06000005,80_84,F,S,2017,0.966
E06000005,85&,F,S,2017,0.982
E06000005,TOT,F,S,2017,0.262
E06000005,0_4,M,C,2018,0
E06000005,5_9,M,C,2018,0
E06000005,10_14,M,C,2018,0
E06000005,15_19,M,C,2018,0.575
E06000005,20_24,M,C,2018,0.861
E06000005,25_29,M,C,2018,0.867
E06000005,30_34,M,C,2018,0.996
E06000005,35_39,M,C,2018,0.998
E06000005,40_44,M,C,2018,1
E06000005,45_49,M,C,2018,1
E06000005,50_54,M,C,2018,1
E06000005,55_59,M,C,2018,1
E06000005,60_64,M,C,2018,1
E06000005,65_69,M,C,2018,1
E06000005,70_74,M,C,2018,1
E06000005,75_79,M,C,2018,1
E06000005,80_84,M,C,2018,1
E06000005,85&,M,C,2018,1
E06000005,TOT,M,C,2018,0.987
E06000005,0_4,M,P,2018,0
E06000005,5_9,M,P,2018,0
E06000005,10_14,M,P,2018,0
E06000005,15_19,M,P,2018,0
E06000005,20_24,M,P,2018,0.25
E06000005,25_29,M,P,2018,0.522
E06000005,30_34,M,P,2018,0.691
E06000005,35_39,M,P,2018,0.799
E06000005,40_44,M,P,2018,0.838
E06000005,45_49,M,P,2018,0.857
E06000005,50_54,M,P,2018,0.906
E06000005,55_59,M,P,2018,0.956
E06000005,60_64,M,P,2018,0.946
E06000005,65_69,M,P,2018,1
E06000005,70_74,M,P,2018,1
E06000005,75_79,M,P,2018,0.996
E06000005,80_84,M,P,2018,1
E06000005,85&,M,P,2018,1
E06000005,TOT,M,P,2018,0.931
E06000005,0_4,M,S,2018,0
E06000005,5_9,M,S,2018,0
E06000005,10_14,M,S,2018,0
E06000005,15_19,M,S,2018,0.016
E06000005,20_24,M,S,2018,0.097
E06000005,25_29,M,S,2018,0.386
E06000005,30_34,M,S,2018,0.662
E06000005,35_39,M,S,2018,0.655
E06000005,40_44,M,S,2018,0.715
E06000005,45_49,M,S,2018,0.779
E06000005,50_54,M,S,2018,0.728
E06000005,55_59,M,S,2018,0.837
E06000005,60_64,M,S,2018,0.823
E06000005,65_69,M,S,2018,0.869
E06000005,70_74,M,S,2018,0.87
E06000005,75_79,M,S,2018,0.885
E06000005,80_84,M,S,2018,0.968
E06000005,85&,M,S,2018,0.975
E06000005,TOT,M,S,2018,0.214
E06000005,0_4,F,C,2018,0
E06000005,5_9,F,C,2018,0
E06000005,10_14,F,C,2018,0
E06000005,15_19,F,C,2018,0
E06000005,20_24,F,C,2018,0
E06000005,25_29,F,C,2018,0
E06000005,30_34,F,C,2018,0
E06000005,35_39,F,C,2018,0
E06000005,40_44,F,C,2018,0
E06000005,45_49,F,C,2018,0
E06000005,50_54,F,C,2018,0
E06000005,55_59,F,C,2018,0
E06000005,60_64,F,C,2018,0
E06000005,65_69,F,C,2018,0
E06000005,70_74,F,C,2018,0
E06000005,75_79,F,C,2018,0
E06000005,80_84,F,C,2018,0
E06000005,85&,F,C,2018,0
E06000005,TOT,F,C,2018,0
E06000005,0_4,F,P,2018,0
E06000005,5_9,F,P,2018,0
E06000005,10_14,F,P,2018,0
E06000005,15_19,F,P,2018,0.167
E06000005,20_24,F,P,2018,0.757
E06000005,25_29,F,P,2018,0.691
E06000005,30_34,F,P,2018,0.814
E06000005,35_39,F,P,2018,0.832
E06000005,40_44,F,P,2018,0.882
E06000005,45_49,F,P,2018,0.893
E06000005,50_54,F,P,2018,0.945
E06000005,55_59,F,P,2018,0.931
E06000005,60_64,F,P,2018,0.924
E06000005,65_69,F,P,2018,0.988
E06000005,70_74,F,P,2018,0.996
E06000005,75_79,F,P,2018,0.989
E06000005,80_84,F,P,2018,1
E06000005,85&,F,P,2018,1
E06000005,TOT,F,P,2018,0.949
E06000005,0_4,F,S,2018,0
E06000005,5_9,F,S,2018,0
E06000005,10_14,F,S,2018,0
E06000005,15_19,F,S,2018,0.055
E06000005,20_24,F,S,2018,0.409
E06000005,25_29,F,S,2018,0.64
E06000005,30_34,F,S,2018,0.793
E06000005,35_39,F,S,2018,0.888
E06000005,40_44,F,S,2018,0.912
E06000005,45_49,F,S,2018,0.754
E06000005,50_54,F,S,2018,0.834
E06000005,55_59,F,S,2018,0.839
E06000005,60_64,F,S,2018,0.924
E06000005,65_69,F,S,2018,0.88
E06000005,70_74,F,S,2018,0.922
E06000005,75_79,F,S,2018,0.9
E06000005,80_84,F,S,2018,0.966
E06000005,85&,F,S,2018,0.965
E06000005,TOT,F,S,2018,0.267
E06000005,0_4,M,C,2019,0
E06000006,5_9,M,C,2019,0
E06000007,10_14,M,C,2019,0
E06000008,15_19,M,C,2019,0.59
E06000009,20_24,M,C,2019,0.857
E06000010,25_29,M,C,2019,0.864
E06000011,30_34,M,C,2019,0.997
E06000012,35_39,M,C,2019,0.998
E06000013,40_44,M,C,2019,1
E06000014,45_49,M,C,2019,1
E06000015,50_54,M,C,2019,1
E06000016,55_59,M,C,2019,1
E06000017,60_64,M,C,2019,1
E06000018,65_69,M,C,2019,1
E06000019,70_74,M,C,2019,1
E06000020,75_79,M,C,2019,1
E06000021,80_84,M,C,2019,1
E06000022,85&,M,C,2019,1
E06000023,TOT,M,C,2019,0.987
E06000024,0_4,M,P,2019,0
E06000025,5_9,M,P,2019,0
E06000026,10_14,M,P,2019,0
E06000027,15_19,M,P,2019,0
E06000028,20_24,M,P,2019,0.25
E06000029,25_29,M,P,2019,0.522
E06000030,30_34,M,P,2019,0.686
E06000031,35_39,M,P,2019,0.802
E06000032,40_44,M,P,2019,0.838
E06000033,45_49,M,P,2019,0.858
E06000034,50_54,M,P,2019,0.905
E06000035,55_59,M,P,2019,0.956
E06000036,60_64,M,P,2019,0.947
E06000037,65_69,M,P,2019,1
E06000038,70_74,M,P,2019,1
E06000039,75_79,M,P,2019,0.996
E06000005,80_84,M,P,2019,1
E06000005,85&,M,P,2019,1
E06000005,TOT,M,P,2019,0.932
E06000005,0_4,M,S,2019,0
E06000005,5_9,M,S,2019,0
E06000005,10_14,M,S,2019,0
E06000005,15_19,M,S,2019,0.017
E06000005,20_24,M,S,2019,0.096
E06000005,25_29,M,S,2019,0.386
E06000005,30_34,M,S,2019,0.666
E06000005,35_39,M,S,2019,0.659
E06000005,40_44,M,S,2019,0.72
E06000005,45_49,M,S,2019,0.784
E06000005,50_54,M,S,2019,0.73
E06000005,55_59,M,S,2019,0.837
E06000005,60_64,M,S,2019,0.822
E06000005,65_69,M,S,2019,0.87
E06000005,70_74,M,S,2019,0.869
E06000005,75_79,M,S,2019,0.889
E06000005,80_84,M,S,2019,0.984
E06000005,85&,M,S,2019,0.976
E06000005,TOT,M,S,2019,0.218
E06000005,0_4,F,C,2019,0
E06000005,5_9,F,C,2019,0
E06000005,10_14,F,C,2019,0
E06000005,15_19,F,C,2019,0
E06000005,20_24,F,C,2019,0
E06000005,25_29,F,C,2019,0
E06000005,30_34,F,C,2019,0
E06000005,35_39,F,C,2019,0
E06000005,40_44,F,C,2019,0
E06000005,45_49,F,C,2019,0
E06000005,50_54,F,C,2019,0
E06000005,55_59,F,C,2019,0
E06000005,60_64,F,C,2019,0
E06000005,65_69,F,C,2019,0
E06000005,70_74,F,C,2019,0
E06000005,75_79,F,C,2019,0
E06000005,80_84,F,C,2019,0
E06000005,85&,F,C,2019,0
E06000005,TOT,F,C,2019,0
E06000005,0_4,F,P,2019,0
E06000005,5_9,F,P,2019,0
E06000005,10_14,F,P,2019,0
E06000005,15_19,F,P,2019,0.2
E06000005,20_24,F,P,2019,0.737
E06000005,25_29,F,P,2019,0.689
E06000005,30_34,F,P,2019,0.807
E06000005,35_39,F,P,2019,0.83
E06000005,40_44,F,P,2019,0.883
E06000005,45_49,F,P,2019,0.893
E06000005,50_54,F,P,2019,0.946
E06000005,55_59,F,P,2019,0.932
E06000005,60_64,F,P,2019,0.924
E06000005,65_69,F,P,2019,0.99
E06000005,70_74,F,P,2019,0.997
E06000005,75_79,F,P,2019,0.991
E06000005,80_84,F,P,2019,1
E06000005,85&,F,P,2019,1
E06000005,TOT,F,P,2019,0.95
E06000005,0_4,F,S,2019,0
E06000005,5_9,F,S,2019,0
E06000005,10_14,F,S,2019,0
E06000005,15_19,F,S,2019,0.056
E06000005,20_24,F,S,2019,0.412
E06000005,25_29,F,S,2019,0.641
E06000005,30_34,F,S,2019,0.796
E06000005,35_39,F,S,2019,0.89
E06000005,40_44,F,S,2019,0.915
E06000005,45_49,F,S,2019,0.761
E06000005,50_54,F,S,2019,0.838
E06000005,55_59,F,S,2019,0.843
E06000005,60_64,F,S,2019,0.921
E06000005,65_69,F,S,2019,0.886
E06000005,70_74,F,S,2019,0.926
E06000005,75_79,F,S,2019,0.917
E06000005,80_84,F,S,2019,0.95
E06000005,85&,F,S,2019,0.964
E06000005,TOT,F,S,2019,0.271
E06000005,0_4,M,C,2020,0
E06000006,5_9,M,C,2020,0
E06000007,10_14,M,C,2020,0
E06000008,15_19,M,C,2020,0.59
E06000009,20_24,M,C,2020,0.856
E06000010,25_29,M,C,2020,0.861
E06000011,30_34,M,C,2020,0.997
E06000012,35_39,M,C,2020,0.998
E06000013,40_44,M,C,2020,1
E06000014,45_49,M,C,2020,1
E06000015,50_54,M,C,2020,1
E06000016,55_59,M,C,2020,1
E06000017,60_64,M,C,2020,1
E06000018,65_69,M,C,2020,1
E06000019,70_74,M,C,2020,1
E06000020,75_79,M,C,2020,1
E06000021,80_84,M,C,2020,1
E06000022,85&,M,C,2020,1
E06000023,TOT,M,C,2020,0.987
E06000024,0_4,M,P,2020,0
E06000025,5_9,M,P,2020,0
E06000026,10_14,M,P,2020,0
E06000027,15_19,M,P,2020,0
E06000028,20_24,M,P,2020,0.263
E06000029,25_29,M,P,2020,0.515
E06000030,30_34,M,P,2020,0.683
E06000031,35_39,M,P,2020,0.802
E06000032,40_44,M,P,2020,0.84
E06000033,45_49,M,P,2020,0.857
E06000034,50_54,M,P,2020,0.904
E06000035,55_59,M,P,2020,0.957
E06000036,60_64,M,P,2020,0.947
E06000037,65_69,M,P,2020,1
E06000038,70_74,M,P,2020,1
E06000039,75_79,M,P,2020,0.998
E06000005,80_84,M,P,2020,1
E06000005,85&,M,P,2020,1
E06000005,TOT,M,P,2020,0.934
E06000005,0_4,M,S,2020,0
E06000005,5_9,M,S,2020,0
E06000005,10_14,M,S,2020,0
E06000005,15_19,M,S,2020,0.017
E06000005,20_24,M,S,2020,0.096
E06000005,25_29,M,S,2020,0.387
E06000005,30_34,M,S,2020,0.668
E06000005,35_39,M,S,2020,0.663
E06000005,40_44,M,S,2020,0.724
E06000005,45_49,M,S,2020,0.788
E06000005,50_54,M,S,2020,0.734
E06000005,55_59,M,S,2020,0.842
E06000005,60_64,M,S,2020,0.824
E06000005,65_69,M,S,2020,0.87
E06000005,70_74,M,S,2020,0.872
E06000005,75_79,M,S,2020,0.877
E06000005,80_84,M,S,2020,0.985
E06000005,85&,M,S,2020,0.978
E06000005,TOT,M,S,2020,0.221
E06000005,0_4,F,C,2020,0
E06000005,5_9,F,C,2020,0
E06000005,10_14,F,C,2020,0
E06000005,15_19,F,C,2020,0
E06000005,20_24,F,C,2020,0
E06000005,25_29,F,C,2020,0
E06000005,30_34,F,C,2020,0
E06000005,35_39,F,C,2020,0
E06000005,40_44,F,C,2020,0
E06000005,45_49,F,C,2020,0
E06000005,50_54,F,C,2020,0
E06000005,55_59,F,C,2020,0
E06000005,60_64,F,C,2020,0
E06000005,65_69,F,C,2020,0
E06000005,70_74,F,C,2020,0
E06000005,75_79,F,C,2020,0
E06000005,80_84,F,C,2020,0
E06000005,85&,F,C,2020,0
E06000005,TOT,F,C,2020,0
E06000005,0_4,F,P,2020,0
E06000005,5_9,F,P,2020,0
E06000005,10_14,F,P,2020,0
E06000005,15_19,F,P,2020,0.2
E06000005,20_24,F,P,2020,0.711
E06000005,25_29,F,P,2020,0.696
E06000005,30_34,F,P,2020,0.806
E06000005,35_39,F,P,2020,0.823
E06000005,40_44,F,P,2020,0.883
E06000005,45_49,F,P,2020,0.892
E06000005,50_54,F,P,2020,0.947
E06000005,55_59,F,P,2020,0.933
E06000005,60_64,F,P,2020,0.923
E06000005,65_69,F,P,2020,0.991
E06000005,70_74,F,P,2020,0.998
E06000005,75_79,F,P,2020,0.992
E06000005,80_84,F,P,2020,1
E06000005,85&,F,P,2020,1
E06000005,TOT,F,P,2020,0.951
E06000005,0_4,F,S,2020,0
E06000005,5_9,F,S,2020,0
E06000005,10_14,F,S,2020,0
E06000005,15_19,F,S,2020,0.056
E06000005,20_24,F,S,2020,0.414
E06000005,25_29,F,S,2020,0.642
E06000005,30_34,F,S,2020,0.799
E06000005,35_39,F,S,2020,0.895
E06000005,40_44,F,S,2020,0.918
E06000005,45_49,F,S,2020,0.764
E06000005,50_54,F,S,2020,0.841
E06000005,55_59,F,S,2020,0.85
E06000005,60_64,F,S,2020,0.928
E06000005,65_69,F,S,2020,0.884
E06000005,70_74,F,S,2020,0.922
E06000005,75_79,F,S,2020,0.919
E06000005,80_84,F,S,2020,0.966
E06000005,85&,F,S,2020,0.965
E06000005,TOT,F,S,2020,0.274
